mfs_name,status,mfs_transaction_status,created_by,debit_account_number,debit_account_title,credit_account_title,cbs_ft_trace_no,credit_account_number,debit_account_branch_oid,created_on
Alpha,inactive,failure,zfosdikem5,84-172-2063,tz1SUREHdsNXtzAHHeTmRknK3GGws3dSDunW,tz1NpieYcpoTDy6Geh6N39umn5bzR3oPyZkG,0849001331,38-206-9479,El Naranjo,2024-03-17
Konklab,inactive,failure,churlestonem6,26-902-4192,tz1gWKGXUKnwTjdvFTMcKaZFXSNukjCQZ98u,tz1VUCbiHJc2RNP6ho2uMDqdNA8foAd23Jnj,6230380706,54-425-6488,Fairbanks/Ft Wainwright,2024-05-11
Fix San,inactive,failure,dcominolim7,46-689-2451,tz1MXTVMudBRBnxSF7TEJQEWSX97eBeLUebV,tz1baxS5rfZv3qBxVzmEEjMGXucmnN4E1HNd,3333300427,51-496-2486,Westerland,2024-01-20
Bamity,active,failure,ltrottm8,97-539-1947,tz1Tj4bmR1fUKbsuMnGkr8bHLKZa5294YufU,tz1WGHBh8G2Qvw4rqhKLKXSjKMVg8mqBFELd,0405197799,13-536-6130,,2024-03-06
Wrapsafe,inactive,success,sraigattm9,95-762-0237,tz1VAnzx9WuZYnUo65RW97SzaHo9G3rtVG7a,tz1LeemybrDAcqn2AVgLt2iuJzUdM5UVmdab,4966557682,34-992-2402,Prešov,2024-07-16
Flowdesk,inactive,success,mleckiema,59-849-6699,tz1bkeZLqEz5ekJSJcv8j5WH1oNbS4dmiUZK,tz1ipj14MNh9FSLZMyfLBpRut5i9tr3t1UYF,3945155606,46-802-7372,Fullerton,2024-05-01
Cookley,inactive,success,cyeldingmb,59-369-7353,tz1VtC3AMzU6AE8pXgd1VhpKNa7kX3tHm6ng,tz1QfaXm4VmjHBXoCh8j8UhiABWfbyaQooM4,4019200823,58-837-4002,Jeypore,2024-01-05
Stronghold,inactive,failure,evanderdaalmc,71-583-8093,tz1hUXj5BJQwd2SUekpjaWZsV1z1xzFgpQXK,tz1MYSRE7TA1rymfSqzWVEREmQTPV1fc2ju1,6053929875,15-137-5618,,2024-01-12
Zathin,inactive,failure,cgrinnikovmd,81-505-7806,tz1LnpAzscAhWJzzeUUc4edErLvMUKqB9QT1,tz1YTj7CEig9wgzy8LPFqCsMWKup1CVfsqPU,6586580390,37-155-5973,Fayetteville,2024-05-02
Cookley,active,failure,lcastelijnme,79-198-9371,tz1UXoYF1BQhnkbi1d8cSeH4S8mtR2msxrQu,tz1ahryeTvSTBvDaZvwp4enUKhkXR6Wc6NMh,6833624038,99-860-2384,Barnaul,2024-03-30
Voltsillam,active,success,hmyerscoughmf,64-632-2938,tz1YdUky6mswAYS4YoV7hD7A4kEnepeaJm6x,tz1bqd48MsSGyWDN9FRDCv41YHM3jggEPo4U,5992063595,54-227-8658,,2024-06-30
Cookley,inactive,failure,jjeffmg,85-409-2302,tz1a4Wuu5RLuxRSeYpL51ddXreXwsuvSNpp3,tz1MzXxse1xFh9DnmTZ6z6MfrY6LsxwbQqsM,7338018286,93-213-5797,Altus,2024-10-09
Alphazap,inactive,failure,speatheyjohnsmh,68-405-4825,tz1UPpwGwE8AB9YHiPpjHFB4xEBMrgSLKmHG,tz1U7snuQzH5Lr2QdS5fD8nUhE4MyBsFhTKb,9605130823,19-671-1262,,2024-03-22
Opela,active,failure,tpiddickmi,25-563-7104,tz1My4dQywYbTWcs3jWHaimAu7A6SJv8tQaR,tz1RPnvjjFtzYxLjeRpvGt7FWZxgxUsayV2F,2965317384,17-654-5399,,2023-11-20
Kanlam,inactive,success,jlopesmj,96-426-0560,tz1R4WnFsHAHLAKemgKtfCgCjujmHEHHNg1S,tz1W3zvobZYsz7mG8FToJXWEVV7x4iAWv53S,0703524771,44-549-1215,,2024-01-16
Flexidy,active,failure,tedmonsmk,43-082-2608,tz1b28iQ9m4b515Sa83WV5nd9akzttEjgc7h,tz1TGwu1bDKiJMHv3azMhxqKGzM7SVweEjun,7925671815,56-751-0457,,2024-10-26
Veribet,inactive,failure,dolageneml,06-486-8926,tz1gLrg5svPTtFKCofDXuqPD7rrtwcocbVog,tz1icuKiR98atCc9bJcDMLsC52FVBWwGt1Z9,4639623453,09-589-8675,,2024-03-20
Cardguard,active,success,bcreenanmm,22-449-3601,tz1XJ2vLj3JCDKms3P37Kp357CShSdFt6hza,tz1fwodZRwgKzV3xMNpXtQ9po9CPXCghQRRw,0988602725,46-184-0307,Liège,2024-04-15
Bitchip,inactive,failure,hklejnamn,91-372-6391,tz1aUEv4cybEfpJmSCzqxmwjhpAJVwHeTQNJ,tz1TU8ig19Xh1cKoZ94Qqw19tWLE9XZ9ysM2,0925447145,28-839-0646,Paulo Afonso,2024-09-09
Treeflex,active,success,ngriolimo,09-177-9313,tz1ZoqyqryGdBnu1rWdPU9B2A4Fut1LiwFCP,tz1Zqodgg5SSSVFMVxR2sZGP3FqrdRREEAwG,8608255979,23-504-3811,Jacksonville,2024-03-21
Trippledex,active,success,ecramermp,27-554-2243,tz1g8dFdw5tBm5Gq7xdcGsy32JbkF7YEWcZ7,tz1Zxu1fxbPmhBoGTgZyeWNYBkVYVsVnQNCL,3089497948,68-194-6465,Canobie,2024-09-23
Overhold,active,success,ceslemontmq,62-476-3720,tz1hTrzA6tGpHGEk2C4sDcaX868UwgQHiU8T,tz1VyzewqzYRJSKRTZvN5oiQN4DXneQ6HD6V,0401011682,46-664-7468,Liepāja,2024-03-11
Sub-Ex,inactive,success,askeldingemr,87-906-3171,tz1S9eSZkxP71GRUur86CZxVQTWKW7EXsu3A,tz1RDGS7oqXhM3x8nHPujDR9GPDJVctfoDku,0722527705,42-166-3248,Fort Irwin/Barstow,2024-10-17
Holdlamis,active,failure,hriccims,59-471-7263,tz1U7S8cENEraV2YDjxW8wsjSTsUjeKLjP7g,tz1MiVumeyr5HWv5Ydc7S9kXMwSDZFf26Gse,6697711035,79-946-3024,Mara Lodges,2024-09-16
Daltfresh,active,success,scrinkleymt,94-042-6242,tz1b1sco5iHzigK9Y6MF6eFU2ycpCobEGs5b,tz1UqPmUp46JM7YfDvUEKKLzbpvXpPiKX8uN,9476130806,87-842-7663,Klamath Falls,2023-12-22
Kanlam,inactive,success,gvolkmu,13-864-2360,tz1iCb2qfjJaKQsT3RPiUtkfFYSURiA1XadW,tz1St2cqaT9ZjtQWvUbvnPDu2nZ7ZeybSvHK,1853667846,21-837-0527,Erbogachen,2023-12-29
Toughjoyfax,inactive,success,wlangtonmv,43-317-6103,tz1Wjgr56LLY56kXW3g3oeafXnYhjgG5TdJA,tz1Nv6ofq4qkne33siXKcfurzUqwtgHWVLmu,6542324291,62-631-6352,Madang,2024-03-19
Zathin,inactive,success,arobillardmw,23-960-4149,tz1hfzQEemAnyL6N3SWnfunqnpdt86XTPHFc,tz1SQCjPFYTjcDptq8fHQXGSf8DkMuXgp3ai,9386206781,31-041-7458,Picos,2024-03-24
Tresom,active,success,bbaudaccimx,93-227-9580,tz1Vw6Uz7iX8KRSELiog5xmxgsjeo1hh1zUk,tz1LGNiH8BRCExGk7wS829MqrWw2qGXSqG2b,6466166228,38-094-3101,Thaba-Tseka,2024-02-06
Fintone,active,success,lmulkerrinsmy,74-649-9093,tz1boidvX4NhMiCTCqKdoWKYnEShNh31CbYF,tz1Y6bkwMfDa2RXQYVUaVjbpMk4ECCGC1R14,3887369750,04-860-9570,Bydgoszcz,2024-03-29
Opela,active,failure,shasselbymz,27-300-9663,tz1cF3EA6u36sy9ZrikiatD5874rx99YFCeD,tz1cPzhJrUiKMj3W1tEFPz3BVhobBJaQ4qZT,4553844982,08-530-8179,Macomb,2024-04-04
Flexidy,inactive,success,bwayonn0,43-658-3749,tz1UseJ3dSWHXErpkSgk2QBVUc6m4jw8NQeW,tz1cEKJhf2ayBepoSjDQCc8TomWgoDieB7FU,3288500485,56-527-8576,Nassau,2024-08-15
Sub-Ex,active,success,dboydan1,39-421-5485,tz1NxUxHs3u8pe6uGUCd1U9ZPnTTDfhagqgV,tz1dbJNpSgbroP9cNRMt8Ny4ZL3UR368LAod,1964303915,81-953-3223,Matak Island,2024-09-30
Holdlamis,active,failure,aaddenbrooken2,63-386-0629,tz1X4bD9rYikHGrPpWbd136Nd9itqrGxrZ4n,tz1QTucZmQQDaLfpsXZKgB3KRmY9RUoGdiLn,0848579747,98-774-3013,,2024-09-09
Vagram,inactive,success,unicelyn3,95-232-3912,tz1Urc2vZKgdPwjBfrZaoaWyfqKiknEHLx7L,tz1V1L9QZ5J7FQLiMLvFXqTWxXfeDckN9xy5,4105209760,91-373-9106,Philadelphia,2024-09-15
Otcom,inactive,failure,elarkcumn4,41-315-4391,tz1bSNQ4HKNZEfNJJku5TaqPfK8DyaKVsqZA,tz1PipoiWLuCfS2f1QVptgvQAwFKU4Yz5b7B,7853082282,96-681-3652,Ubarana,2024-04-12
Zoolab,inactive,success,dtrevonn5,24-831-1360,tz1QHC6wDfJBbNAKooaqQ29y7CeJmDR9BFdn,tz1iBaLNqRLbVBNaGez3duokgv5Y7LcJrMK8,5519054444,84-328-5038,San Diego,2024-07-07
Stringtough,inactive,failure,ktroubridgen6,79-007-7102,tz1NxCzSA6EjUUgoDLkLprkmzCFh41wHzpSC,tz1SDqWY8Pu3YKPKuqUTSCKKjLkThmHX8Nyw,0010192700,07-870-4432,Marion,2024-08-09
Biodex,inactive,success,jkeseyn7,87-653-1852,tz1NsmRksnM5CM8akgoK81f2WJ42BosLwcvq,tz1fJm2ZT1qMobbgu8vHvCWeYvZwsxAk9NsZ,2439378925,50-790-6352,Duqm,2024-02-03
Bamity,inactive,failure,oamburgyn8,80-296-4416,tz1epbq43D6NQQWowccVMhhJ6hsTGUVAKXHA,tz1aw7JXBdA3Hu9fG1ru4yNGnaow7GQAy66o,5416507225,54-691-1568,Buon Ma Thuot,2024-06-19
Sub-Ex,active,success,ofrusern9,92-497-1046,tz1SLFVjnnXZgJWkwhWiaHyv5t437v2ytxMi,tz1X4v8nh1RWrdMkCQRPCddQBRmrgp5zkHie,0036484350,35-981-0479,Yamagata,2023-12-27
Pannier,active,success,jormerodna,08-170-7564,tz1aXJPdNUgToxi6aKtwsBriByW8GMceX2Fg,tz1VuPe3dHpZfkjPFrMLH88FsEakTc3eX8Wv,9674048650,07-914-0052,Kryvyi Rih,2024-01-20
Cookley,inactive,failure,ashalloenb,31-776-6431,tz1WsbrmqJ81pqHXoAttVU2bcZSAAHhDZK3R,tz1Qa4XKbRtsuMusSd255cGNYudxHKhEbLzA,1809959616,29-139-6026,Erenhot,2024-04-05
Stronghold,active,failure,kcroshawnc,41-191-2841,tz1bSzL3rnDpceDmVW59bDbXbf6ZX1j43X74,tz1XUH7nnozxKWHX7teNtMjGwY6gwsHdehfK,0419147918,15-440-6727,Epi Island,2024-07-16
Tin,inactive,failure,mteshnd,13-519-5374,tz1bM7Mn8buPSNTR6YAzp4KB4jzgD73e8dPi,tz1SvqHFxf3GmHMe7no8mEa2Yhd4Gbs7iJ15,5429360635,79-941-4853,Tonopah,2024-06-02
Gembucket,inactive,success,skaufmanne,03-488-8525,tz1Mhv1JzQWVKnMQQVGKYBPBZaphp8Fccw4T,tz1hxF8hyZLZute4HYSaqhaCNWmCqCoon8x2,1506482287,52-122-9425,Sekakes,2024-05-26
Tempsoft,active,failure,wmillhillnf,09-585-4447,tz1QhLrMuHiXkdP8bVw6tNDA6tS9pUeYSkEu,tz1LpdCGGhYgceWm5fh4FiWg7fgyWmQerHX9,4013905000,28-452-6528,Tabubil,2023-11-17
Tres-Zap,active,success,bmaylamng,80-270-7176,tz1gf1b9wU2eMx6pG7ScaWUajScCZqsGBCyK,tz1U5mFg1p99qi6L2j4VKUjngZLY6rcfbraq,3008099602,27-259-8020,Xigazê,2023-12-09
Alpha,active,failure,jbulteelnh,86-754-5129,tz1RT4oUQeru7zUZSUixfAs8p9UDUfKDj3W7,tz1Vbd5Q5fA2rdgv4P8kc6bB9iZiN3bKFCYJ,2326225678,77-044-5313,Icy Bay,2023-11-22
Zoolab,active,failure,sashlingni,10-061-2144,tz1RneEWmdSdmXdnA6KFpKpEK4ruFRoiEdwQ,tz1RBYfJRUa5TpVvQ6y38ZiNi9B6BYcnG77V,6440003992,05-247-0415,Tchien,2024-08-03
Zamit,active,success,tsandesnj,30-631-1924,tz1RBhmXGvbZrqZhMhNYy3iHJTt69uh81g5b,tz1cGbejVDzwP5HYookz7PiYACD8NqrYHqY6,6334844806,81-985-8338,Durgapur,2024-03-05
Kanlam,active,failure,rdoogannk,39-204-2192,tz1h4bo54UFTQ86oVXVwPtLv4pHTujQbGPfh,tz1huMgdNcnhoAm8Rx6UN6BrYkTLv6Wtr9sD,6648231424,89-470-5734,,2024-09-01
Fixflex,inactive,success,wmogridgenl,87-062-7788,tz1RM86e27xjuuuyqMqHW6kpjfBTS5bhciUx,tz1W99XCUzqN3espsZBob5JHrbSwompfnRj1,2466338130,38-317-9818,Luang Namtha,2024-04-06
Transcof,active,success,vallchornnm,97-998-7885,tz1e6N5N2qQFVP5oSJKCpLQPK3JqNg4QnYHz,tz1XQRQ8aEh8XKLG6zEwhBQAnjW5pqvgkcGW,7351669147,31-412-9614,Bahawalnagar,2024-04-12
Fix San,active,failure,csoutherillnn,33-927-6404,tz1hHwRuL9paRzjruk43gtpSBs2tGYSYV4tE,tz1L2719SHrssCyJTECSvYU3n1TSb7NY91Xx,3771496772,55-544-6894,,2024-01-27
Konklux,active,success,aneichono,94-654-8520,tz1Ut8ttaffDAazcJPqTtsE2ZS5et93UZa48,tz1WdvgKnER1q99QG1Y5HPuY1GdiboLmKJJr,1393644546,41-924-8079,Mejit Atoll,2024-03-21
Namfix,active,success,vrichardnp,57-575-2676,tz1M9qaKUXyfsCkHUfvRwZyv4uf4WX5iqb9w,tz1cbBntreH5ZDvc8Q7e7XpkPvudoATm5jNx,3953282336,99-707-6561,Limnos Island,2024-08-01
Tresom,inactive,success,gcaudwellnq,52-084-5533,tz1ihSAfXSjMMAUU1ALpdogY6yTWVDJw4cCu,tz1XtXLaUxfMUt7qcn2K5whGxYjmB7LRNcuF,9706857680,46-357-8937,Rabil,2023-11-18
Job,active,failure,smitskevichnr,91-235-8578,tz1ay5Qoa6p5BK4L19zQK2TLkx9LQhZ1C3ow,tz1L4gWakNhQiWoXVzk2gKN1fd3mLQnYWC6a,4710889945,71-020-6946,Goma,2024-03-31
Mat Lam Tam,inactive,success,cgravenerns,69-616-1793,tz1fDTyAU5nzBRcz8hxuve5swh9igsaXwggt,tz1X7fNC8BmkzSvRusp8UG4PBLqCf1yPF4hx,9710973797,76-007-9497,Sowa,2024-02-11
Y-Solowarm,inactive,success,dmarquetnt,35-527-2160,tz1bUkYgFLnjtUSf834uBatv9wba35TpfQKC,tz1Z2Y6HawTHewkFoYjhcMkR7F65WQKKgzrt,2452104310,58-517-0146,,2024-01-27
Biodex,inactive,failure,dhowenu,30-476-3543,tz1h8EHNVrj7ZmsqKVZBteJKcsMxRZF1Rfie,tz1ZDubfhs3ekY8xR7P54X83hGfyn7boxAoJ,5285166810,12-420-6622,Orange Walk,2024-07-18
Stim,inactive,failure,jdietznv,58-995-7865,tz1RHSJSjZeiteW2MW4VzAqb5mT4evtT1Mwm,tz1NCofTSL6AiLowV1THiyibhDLNc9U2RuZg,5620878449,16-938-4650,Gaspé,2023-12-16
Greenlam,active,success,operrygonw,37-901-9957,tz1gwFc1jmVbKE3fSuBGnRb7mZUyntnjUaxk,tz1WazhzTTBVh37ohwUECKLVdXp2QKRPXR8f,3887858719,64-541-4887,McCall,2024-04-01
Duobam,active,failure,sgoodwinsnx,61-885-9433,tz1Xx2LYoQcxUJWSNpNC7hUsgG24uH5QFZmc,tz1U3DNYBAEXdGYjTKnpMv6dpYKVcjDaTuSb,6792938297,47-433-1671,Tozeur,2024-08-18
Konklux,active,success,rplankeny,86-913-4888,tz1erPWyqgQMkzQh5HpJgaLoAtZAZ6Y4q1iK,tz1YqNBkmEBw2GyoXVwRjKpYRx71ec8yARE3,1677354364,15-023-2427,Hickory,2024-06-30
Domainer,active,failure,sandreznz,17-474-9838,tz1eRfCNQ9wwFRcVn692WohQVETT78nLRa18,tz1dBbPUDHt9XiC3vtNCgvaV57Eqf9fpgx2b,1881719928,56-572-7231,Tin City,2024-05-26
Greenlam,inactive,success,sfitcheno0,64-088-6400,tz1ebVPQ7TCFBVoDYVzqAwYen8F7TzSU1foA,tz1R86kszvCFdWLCLKreNBXw8D5jkRdYqKyy,7743955575,60-862-8974,Mount Pocono,2024-04-03
Bamity,active,failure,thowiesono1,31-619-6572,tz1UYuvuoftg4tfRiociezgNNWg79tkEmAtr,tz1aYN1fxUT1dEUCbY2cK2sp91FynRaXTh52,6893870280,51-000-6250,Margarima,2024-06-09
Daltfresh,active,failure,jkensitto2,15-437-0157,tz1PFqo5TLCeUZ2yGK2NXit8fJLU93GyVgtq,tz1cTaxdJ7b6iUb171L1n66QHw69okFKtWcN,8303418742,90-661-1523,Pore,2024-05-19
Home Ing,inactive,failure,ldaggero3,43-460-0407,tz1ivyAxY79rBpnxXPPU7WXG1PEEHoLVBH8s,tz1fad7JnDsSwRtGJETFzLVBVgQ57vF2efU2,2384366610,97-871-9521,Belize City,2024-07-07
Cardify,inactive,success,beusdeno4,37-684-6824,tz1X1p2npx2vW7X9KLmJo7cUDDiZiRXHqWJq,tz1canLVDKBPGh3dCynvxVvanirATvrAiBQ4,5468700522,18-396-7495,Mundo Novo,2024-06-15
Duobam,inactive,success,idunckleeo5,74-066-6500,tz1VnEiMPcnA2AGKKU9LXVMSqcLbpHXtnLNt,tz1TJMXHhcmLRthNui7y3Cw4vJfmRqeUULvP,2642554864,37-809-7538,Sherman/Denison,2024-06-10
Domainer,inactive,failure,lguidoo6,46-172-4116,tz1TZXKokpbf8SCUeLS4z44vPgHfQhYvnmKh,tz1PD3UwsWr6x4Es1LH4PHRTRaaNCAtPeQgd,2883244936,99-396-8435,Kansas City,2024-09-12
Subin,active,success,kfabbrio7,51-509-3251,tz1cTGmeX2ba4g5H17zbw8PGkVmkR5SZGF89,tz1S5BNjSFat3bqMzwQgtERpZPqfcxTc2UWj,7591927485,32-100-3158,Concordia,2024-04-07
Sonsing,active,failure,rvamplerso8,96-203-3103,tz1dsW8gZrtQKUgK7wByqMSQ8huFWrD6kX7w,tz1KeMG1GpF9WnF12PBJpA2rqVKb7exVYzAq,1234635054,38-243-5723,Isparta,2024-06-26
Solarbreeze,active,failure,sbalnaveo9,13-828-2570,tz1iqfqg2zQAFD84VaYFFRWA4wfwyjHpPA2M,tz1ivpc3t1aRJvzwnFxXqCQTgiWiKK35DGmx,7791975262,38-017-9002,Houailou,2024-01-23
Andalax,active,success,mwalneoa,06-650-3707,tz1iWgQxaRFtpwe5yhSpgSjvbRwKW8icmdFr,tz1eBPcVsYD5utjHF3doqFKpsrJgEVfUQuxM,0601269853,83-337-0826,Kirensk,2024-08-29
Greenlam,active,failure,ymcvitieob,77-180-5257,tz1cmsPaFufThDgqQBH2YJe8t43CBL3348ne,tz1Yu4Uv4gyQrj77sEbkYX6bMVKzRNkpxAsF,1821174518,88-823-5313,Thessaloniki,2023-11-27
Konklux,active,success,npettengelloc,59-573-4073,tz1LtwJgWqVaDfWaUo5WVP4jmG9Lct1XLrt5,tz1doW7hPXUny4rq4BwtAHkr4VfP9tCHe5N2,4226759613,54-446-9138,Le Mans/Arnage,2024-04-25
Sub-Ex,inactive,failure,tbrandelod,44-760-4276,tz1VMJF9QV7kjRkggvg8yf8RVhz6CgthGVb1,tz1XNqXw8ZEtpW2ixkjB1VPtSmMeZDzt1kDE,0411362534,03-769-3928,Chubut,2024-06-11
Tempsoft,active,success,dwohlersoe,75-787-3980,tz1gXZTBJ7F7MgiZTM5Wg4uCmifqCNBDzaJF,tz1hhj5LAD1AZHRnLQZy8eC9DjaJf47FqW98,8691886331,57-584-0306,Guaporé,2024-08-12
Aerified,active,success,asidworthof,41-702-5238,tz1dsZtP6os7bw3o2t17om9QQHsPcTfwEHRk,tz1QwbQ1vSsvEBXF98ACMivB4BTERfh7yTn4,4832426877,54-058-0541,Enid,2024-04-12
Bamity,active,success,feasunog,52-509-6883,tz1c5iLuyjiuqRe7S2kiTvaNCfgQQrgdwLhp,tz1SWGdXvrwmUpYzqP9qtHdeRjg7FxpUA4xX,1342415116,13-151-9459,Gracias,2024-02-26
Lotlux,inactive,failure,sgowaroh,95-109-0415,tz1NSC4UZ3c45sFUfrvvca5PUkHLrMVjPayF,tz1Uuz7od3hsHSZn1TBXEc4XVgpKnbT9gczY,0488363187,27-640-0729,El Hierro Island,2024-10-28
Veribet,active,failure,wfibbenoi,51-796-1345,tz1RhWmzqo1UCreH2QV2KMLJvKsqgzyNbFjn,tz1Uf171Mx4SN6T7AQsMA3Yeug1crcFM9K9M,2623180377,18-551-6036,,2024-01-17
Sonsing,active,success,mbenettolooj,38-254-1621,tz1SVUeYbohfAQdWY3Brjs5pwg7vUW4ihyDH,tz1XnSoZFv9xfT2kZkDi7UiqsKLnkBvpuyyn,5717170327,16-012-5389,Nashua,2023-12-01
Cardify,inactive,failure,jedinborook,51-705-7531,tz1gWeWsGqAs8VFXCmhaTfJL8b1gHhzzfKTM,tz1RLjfEaiwD22RAR5TXcP4bTSw6yGP9xf1m,7496674907,03-341-1338,Colón,2024-05-14
Alphazap,inactive,success,ccantool,26-741-6010,tz1WB6aSAy1x5GFuzRgXvdmuMFyXtwMv2E1r,tz1cGKcEP1UNmiKQe94MCUqwX3cKSrgADKsY,6616274357,58-590-7597,Seosan,2024-03-25
Wrapsafe,active,success,mdavidoffom,84-417-8909,tz1hhhcPyRsYcfr4XNRJNa582ymqmonkATpu,tz1SzTqDStkm7TydRe7ppbVibZBvwa3BPNSE,1525965751,06-758-5271,Quincy,2024-01-21
Konklux,active,success,syurevichon,03-341-0168,tz1c3fxcVoAX6hacMWCtggXyGZscRbom38Db,tz1Q78APNvuxbwLGLeMvY8SAU1VfnTrn8Nk4,1760463868,09-199-1435,Coolibah,2024-09-27
Bitchip,inactive,failure,eshreevesoo,08-323-6781,tz1Z32p7jepR8NeVQqxBF3JTr7TiVcBVZ2aU,tz1KkJ8hkjgSBew5NsNSNmEx1LPWMzjxKaaj,8752669335,44-731-4020,Shangrao,2024-02-26
Zathin,inactive,failure,bsimondsonop,56-839-5554,tz1LsF31aH4eTivR9WJqez1GLDHsBcdMNrec,tz1QztFgjZdFgjtnCbFXJyxCr57hkmX95vVr,7141093559,16-506-9125,Dundee,2023-11-19
Y-find,inactive,success,thellingsoq,13-473-1085,tz1asxxVJfu3iZ5eDrGkWTmuZeUaEA9A46jc,tz1MdfbbZYYzxqMqP24BHxXWZBJu9CvXoZfK,2545842001,88-618-3381,Gothenburg,2024-03-26
Stronghold,active,success,gjenoureor,86-822-6711,tz1U6KoGLnZnERD3GwzZKMrmWKdiWgFRtQht,tz1eswh2DrhX29Gt3kjs3HdzUqNXCZ4P7tbf,6276205257,45-948-9604,Circle,2024-10-25
Fix San,inactive,failure,msoreos,59-706-8880,tz1S2LUfk8suJUyCKxEmevTSiUBeNQZiG3Pc,tz1LMen1TnPMFhuWdduDT1aSFQppriZj347m,8024592215,61-407-4034,Mkeik,2023-11-23
Konklab,active,failure,awainwrightot,44-227-1284,tz1gLe92z4Pfk3VkgGfrbvKZ4FgfDQv1Jky1,tz1VYEevA1cpvbeacHJAtinAEUxGQkJhcUt4,4378003007,12-248-1722,Baytown,2024-09-17
Keylex,active,success,sdimblebeeou,12-935-8585,tz1Zqb8yix9e2caKV37HwKPqLyiei6nnAXE6,tz1YAZDgu6n5TJrh9DxjY9LuZsTHfPi7zLRW,4128137391,74-463-1296,Kontum,2024-08-06
Rank,active,success,tchesshyreov,42-655-7755,tz1XH1UsTAt88jYHN1Drii8mcqPbDs3ZVX4R,tz1R1BVA3Ja2nrKr7ZNV8aePvg1bkQYQDcd6,3187824498,48-133-0109,Mili Island,2023-12-31
Cardify,inactive,success,renevoldsenow,53-891-4647,tz1chz7UbyiCxqKwHDrkmeQyUd6ANwDfYW9Q,tz1MFFatFYoVnJZQojrD3mR2cz8MuLL24GYE,5743290458,10-307-9059,Tifton,2024-05-31
Tres-Zap,inactive,success,oskethox,63-305-7759,tz1dYXuJtU5yiFRsMtXdknGrg8e8Mb5TCaXH,tz1YPz5p58jQBB9YtJSt3owBfP4LhF4GHKDW,3703862424,51-767-8292,Tuzla,2024-05-06
Lotstring,active,failure,nsharmanoy,95-155-9883,tz1eaLC26HMqxb8TR53Ysz2rMTDu16pt1t3A,tz1NiFTFzRbeUabXN2vckg8sFMAYHKQqgsED,8600530008,06-159-0416,Bangkok,2024-07-17
Namfix,inactive,success,eeixenbergeroz,16-528-1999,tz1iJa1F6RBp5AWhKQ2bbd9DSRAtheAdcnPS,tz1c2X7Lf1vn5ThsXi8H1XfK5Nj6fCyp77Ev,1446816001,91-783-9853,Pitalito,2023-11-15
Holdlamis,active,failure,lhalleybonep0,05-648-9710,tz1ULjzUwMXBGGsZQCsnuKPAqmuwr8zZeC1s,tz1VKwnjGJTLcH48F47gP57YZpeM13X3MxuV,9492073595,90-376-8860,Fontanges,2023-12-22
Namfix,inactive,success,enazarethp1,94-455-0110,tz1YqvWJB4NYYRcBs7AUjH3PPERWKGu3mAUb,tz1QJF91ttSdYJUghD9bLFVEFaZrfrkjTrGz,5096133605,00-810-1212,Bangkok,2024-08-19
Duobam,inactive,success,dwasmerp2,56-548-3300,tz1ZaG4wqw7rkrk3yiWH3XpDz67F8x3TBHp4,tz1Rgnv6ZWmMdLaBJWJK7Z7KWALzYbCs8d1Y,7742097672,67-495-5179,Hobbs,2024-04-04
Toughjoyfax,inactive,failure,jcathesyedp3,41-256-0943,tz1dFi1f4euRMBjwNtSxuPGdnodKsjeXnhV3,tz1Pc6c5ppyangvjyMWjLqW3fMwZmTEiFHdk,9350199866,48-475-2929,Igaliku,2024-07-23
Tresom,active,success,gforsardp4,84-357-3207,tz1dFXzyTXncDYFzYhnbXboeC4SQkoeiSANg,tz1ZY1vSBocYngdfCJFGRt6fRsMbQC6V6xAW,4532384079,33-094-9159,Rouen/Vallée de Seine,2024-10-31
Biodex,active,failure,ddonahop5,88-250-0712,tz1YEyVapZPoUfKVbhr56UPDCcfyDeU8UisH,tz1ZLJzFkTEYZemQfPgbXGCCrbpCjqo6V8RN,8365483947,48-231-9864,Lehu,2024-01-24
Fix San,inactive,failure,rkermottp6,50-458-8084,tz1SgT3jkQv7KCFESapWTeePo481GZUvoSJv,tz1XpebUp96APdMsr5aCJkbm2UmaPtpLmFAb,9614026553,24-693-0066,Palestine,2024-07-27
Job,inactive,success,asivierp7,82-612-8840,tz1MKiRMdK5LBML4xx8wEkF7BkFFohtkQ3pn,tz1dvCNorzranE4VXzQavJdcyiAEtxNNMxpa,8769315698,18-102-1927,Deputatskiy,2023-11-19
Fixflex,active,failure,csivillsp8,88-267-8129,tz1N7WUm6KwvfozfyiAV4D5FCKKASpFUDsEF,tz1VDtXV6RxrnHQK6fA6EyxK3Tzpv5nLaSuq,4980738672,82-539-2483,Wink,2024-07-01
Veribet,inactive,failure,mliliep9,87-702-1995,tz1TvD828dqDEmiFsxVmaF8RrjcVUBRgRBhe,tz1QYu9zy2GyyrhQg38NJFshfcSnoJhGknWH,7894594830,66-949-8519,Muskogee,2023-12-07
Voltsillam,active,success,cflitcroftpa,99-672-4826,tz1QjwvMVpNmUWatb1THPbiPkTgAFSx28QVZ,tz1RHBs5zjfWsBntFazKKe7ypeVDv1CJAHjS,6205122359,97-831-4448,Nogliki-Sakhalin Island,2024-04-05
